"date","branch_office_id","sucursal","ventas","mes","dia","year","dia_semana"
"2024-01-09","1","UNIMARC EL PAMPINO","409916","1","9","2024","martes"
"2024-01-09","2","UNIMARC EL PARQUE","156386","1","9","2024","martes"
"2024-01-09","5","UNIMARC LA SERENA","578698","1","9","2024","martes"
"2024-01-09","6","UNIMARC OVALLE","204495","1","9","2024","martes"
"2024-01-09","7","UNIMARC QUILLOTA","245210","1","9","2024","martes"
"2024-01-09","8","STA ISABEL REÑACA","367310","1","9","2024","martes"
"2024-01-09","9","STA ISABEL LOS CARRERAS","102941","1","9","2024","martes"
"2024-01-09","10","STA ISABEL VALPARAISO","45462","1","9","2024","martes"
"2024-01-09","11","STA ISABEL CLAUDIO VICUÑA","108866","1","9","2024","martes"
"2024-01-09","14","MALL PASEO DEL VALLE","425672","1","9","2024","martes"
"2024-01-09","15","UNIMARC VIÑA","117353","1","9","2024","martes"
"2024-01-09","16","ALVI MAIPU","60966","1","9","2024","martes"
"2024-01-09","17","UNIMARC FCO. BILBAO","77521","1","9","2024","martes"
"2024-01-09","19","UNIMARC LOS MILITARES","258152","1","9","2024","martes"
"2024-01-09","20","MEDS MAIPU","340462","1","9","2024","martes"
"2024-01-09","21","SODIMAC ÑUBLE","260336","1","9","2024","martes"
"2024-01-09","22","TOTTUS NATANIEL","234706","1","9","2024","martes"
"2024-01-09","23","TOTTUS SAN BERNARDO","384454","1","9","2024","martes"
"2024-01-09","24","TOTTUS VICUÑA MACKENNA","55126","1","9","2024","martes"
"2024-01-09","26","UNIMARC CHILLAN","390462","1","9","2024","martes"
"2024-01-09","27","UNIMARC OSORNO","159579","1","9","2024","martes"
"2024-01-09","29","UNIMARC CONCEPCION","144706","1","9","2024","martes"
"2024-01-09","32","UNIMARC LINARES","139958","1","9","2024","martes"
"2024-01-09","33","EL MUSEO","121429","1","9","2024","martes"
"2024-01-09","34","MALL CENTRO","627059","1","9","2024","martes"
"2024-01-09","35","MALL MELIPILLA","1342017","1","9","2024","martes"
"2024-01-09","38","MALL SAN BERNARDO","616303","1","9","2024","martes"
"2024-01-09","41","TOTTUS CATEDRAL","147184","1","9","2024","martes"
"2024-01-09","42","UNIV AUTONOMA","212647","1","9","2024","martes"
"2024-01-09","43","M10 VILLA ALEMANA","37134","1","9","2024","martes"
"2024-01-09","45","STRIP RECOLETA","77983","1","9","2024","martes"
"2024-01-09","46","CLINICA AUTONOMA","14706","1","9","2024","martes"
"2024-01-09","50","TOTTUS TALAGANTE","135589","1","9","2024","martes"
"2024-01-09","54","STA ISABEL VILLA ALEMANA","83487","1","9","2024","martes"
"2024-01-09","55","TOTTUS SAN BERNARDO ESTACION","59454","1","9","2024","martes"
"2024-01-09","56","STRIP IRARRAZAVAL","101261","1","9","2024","martes"
"2024-01-09","65","LIDER OSORNO","265504","1","9","2024","martes"
"2024-01-09","69","LIDER PUERTO MONTT","58361","1","9","2024","martes"
"2024-01-09","70","LIDER PUERTO VARAS","71470","1","9","2024","martes"
"2024-01-09","74","STA ISABEL LOS ANGELES","352311","1","9","2024","martes"
"2024-01-09","76","LIDER TALAGANTE","168530","1","9","2024","martes"
"2024-01-09","78","EDIFICIO BANCOESTADO","338278","1","9","2024","martes"
"2024-01-09","79","LIDER VALDIVIA","61050","1","9","2024","martes"
"2024-01-09","81","STA ISABEL VIÑA","74454","1","9","2024","martes"
"2024-01-09","84","STA ISABEL VICUÑA MACKENNA","47857","1","9","2024","martes"
"2024-01-09","89","LIDER GRAN AVENIDA","102101","1","9","2024","martes"
"2024-01-09","90","LIDER RANCAGUA","131008","1","9","2024","martes"
"2024-01-09","92","LIDER LIMACHE","224244","1","9","2024","martes"
"2024-01-09","93","LIDER OVALLE","76050","1","9","2024","martes"
"2024-01-09","96","LIDER TOBALABA","27353","1","9","2024","martes"
"2024-01-09","97","UNIV BERNARDO OHIGGINS","92143","1","9","2024","martes"
"2024-01-09","99","LIDER COPIAPO","97899","1","9","2024","martes"
"2024-01-09","100","STRIP TALCA","98067","1","9","2024","martes"
"2024-01-09","101","LIDER QUILIN","165042","1","9","2024","martes"
"2024-01-09","103","TOTTUS LOS ANGELES","153109","1","9","2024","martes"
"2024-01-09","105","LIDER LOS ANGELES","545966","1","9","2024","martes"
"2024-01-09","106","LIDER ALAMEDA","481849","1","9","2024","martes"
"2024-01-09","107","EDIFICIO BüHLER","362185","1","9","2024","martes"
"2024-01-09","109","JUMBO LOS ANGELES","557520","1","9","2024","martes"
"2024-01-10","1","UNIMARC EL PAMPINO","397438","1","10","2024","miércoles"
"2024-01-10","2","UNIMARC EL PARQUE","146849","1","10","2024","miércoles"
"2024-01-10","5","UNIMARC LA SERENA","584875","1","10","2024","miércoles"
"2024-01-10","6","UNIMARC OVALLE","198067","1","10","2024","miércoles"
"2024-01-10","7","UNIMARC QUILLOTA","130714","1","10","2024","miércoles"
"2024-01-10","8","STA ISABEL REÑACA","379664","1","10","2024","miércoles"
"2024-01-10","9","STA ISABEL LOS CARRERAS","72311","1","10","2024","miércoles"
"2024-01-10","10","STA ISABEL VALPARAISO","47521","1","10","2024","miércoles"
"2024-01-10","11","STA ISABEL CLAUDIO VICUÑA","91597","1","10","2024","miércoles"
"2024-01-10","14","MALL PASEO DEL VALLE","395546","1","10","2024","miércoles"
"2024-01-10","15","UNIMARC VIÑA","127017","1","10","2024","miércoles"
"2024-01-10","16","ALVI MAIPU","50210","1","10","2024","miércoles"
"2024-01-10","17","UNIMARC FCO. BILBAO","86345","1","10","2024","miércoles"
"2024-01-10","19","UNIMARC LOS MILITARES","269370","1","10","2024","miércoles"
"2024-01-10","20","MEDS MAIPU","381807","1","10","2024","miércoles"
"2024-01-10","21","SODIMAC ÑUBLE","212310","1","10","2024","miércoles"
"2024-01-10","22","TOTTUS NATANIEL","249453","1","10","2024","miércoles"
"2024-01-10","23","TOTTUS SAN BERNARDO","437436","1","10","2024","miércoles"
"2024-01-10","24","TOTTUS VICUÑA MACKENNA","61555","1","10","2024","miércoles"
"2024-01-10","26","UNIMARC CHILLAN","342899","1","10","2024","miércoles"
"2024-01-10","27","UNIMARC OSORNO","161176","1","10","2024","miércoles"
"2024-01-10","29","UNIMARC CONCEPCION","153151","1","10","2024","miércoles"
"2024-01-10","32","UNIMARC LINARES","142815","1","10","2024","miércoles"
"2024-01-10","33","EL MUSEO","117689","1","10","2024","miércoles"
"2024-01-10","34","MALL CENTRO","589243","1","10","2024","miércoles"
"2024-01-10","35","MALL MELIPILLA","1217731","1","10","2024","miércoles"
"2024-01-10","38","MALL SAN BERNARDO","750925","1","10","2024","miércoles"
"2024-01-10","41","TOTTUS CATEDRAL","172857","1","10","2024","miércoles"
"2024-01-10","42","UNIV AUTONOMA","163656","1","10","2024","miércoles"
"2024-01-10","43","M10 VILLA ALEMANA","30303","1","10","2024","miércoles"
"2024-01-10","45","STRIP RECOLETA","70000","1","10","2024","miércoles"
"2024-01-10","46","CLINICA AUTONOMA","7143","1","10","2024","miércoles"
"2024-01-10","50","TOTTUS TALAGANTE","80277","1","10","2024","miércoles"
"2024-01-10","54","STA ISABEL VILLA ALEMANA","61050","1","10","2024","miércoles"
"2024-01-10","55","TOTTUS SAN BERNARDO ESTACION","72647","1","10","2024","miércoles"
"2024-01-10","56","STRIP IRARRAZAVAL","102353","1","10","2024","miércoles"
"2024-01-10","65","LIDER OSORNO","255672","1","10","2024","miércoles"
"2024-01-10","69","LIDER PUERTO MONTT","74244","1","10","2024","miércoles"
"2024-01-10","70","LIDER PUERTO VARAS","89202","1","10","2024","miércoles"
"2024-01-10","74","STA ISABEL LOS ANGELES","381093","1","10","2024","miércoles"
"2024-01-10","76","LIDER TALAGANTE","103110","1","10","2024","miércoles"
"2024-01-10","78","EDIFICIO BANCOESTADO","313572","1","10","2024","miércoles"
"2024-01-10","79","LIDER VALDIVIA","45420","1","10","2024","miércoles"
"2024-01-10","81","STA ISABEL VIÑA","78403","1","10","2024","miércoles"
"2024-01-10","84","STA ISABEL VICUÑA MACKENNA","33866","1","10","2024","miércoles"
"2024-01-10","89","LIDER GRAN AVENIDA","136471","1","10","2024","miércoles"
"2024-01-10","90","LIDER RANCAGUA","128529","1","10","2024","miércoles"
"2024-01-10","92","LIDER LIMACHE","224075","1","10","2024","miércoles"
"2024-01-10","93","LIDER OVALLE","91765","1","10","2024","miércoles"
"2024-01-10","96","LIDER TOBALABA","35420","1","10","2024","miércoles"
"2024-01-10","97","UNIV BERNARDO OHIGGINS","72605","1","10","2024","miércoles"
"2024-01-10","99","LIDER COPIAPO","95630","1","10","2024","miércoles"
"2024-01-10","100","STRIP TALCA","92269","1","10","2024","miércoles"
"2024-01-10","101","LIDER QUILIN","174202","1","10","2024","miércoles"
"2024-01-10","103","TOTTUS LOS ANGELES","136513","1","10","2024","miércoles"
"2024-01-10","105","LIDER LOS ANGELES","561429","1","10","2024","miércoles"
"2024-01-10","106","LIDER ALAMEDA","485378","1","10","2024","miércoles"
"2024-01-10","107","EDIFICIO BüHLER","337227","1","10","2024","miércoles"
"2024-01-10","109","JUMBO LOS ANGELES","517437","1","10","2024","miércoles"
"2024-01-11","1","UNIMARC EL PAMPINO","417689","1","11","2024","jueves"
"2024-01-11","2","UNIMARC EL PARQUE","112185","1","11","2024","jueves"
"2024-01-11","5","UNIMARC LA SERENA","617185","1","11","2024","jueves"
"2024-01-11","6","UNIMARC OVALLE","207269","1","11","2024","jueves"
"2024-01-11","7","UNIMARC QUILLOTA","99370","1","11","2024","jueves"
"2024-01-11","8","STA ISABEL REÑACA","372563","1","11","2024","jueves"
"2024-01-11","9","STA ISABEL LOS CARRERAS","107395","1","11","2024","jueves"
"2024-01-11","10","STA ISABEL VALPARAISO","47059","1","11","2024","jueves"
"2024-01-11","11","STA ISABEL CLAUDIO VICUÑA","88361","1","11","2024","jueves"
"2024-01-11","14","MALL PASEO DEL VALLE","309999","1","11","2024","jueves"
"2024-01-11","15","UNIMARC VIÑA","168319","1","11","2024","jueves"
"2024-01-11","16","ALVI MAIPU","79370","1","11","2024","jueves"
"2024-01-11","17","UNIMARC FCO. BILBAO","75504","1","11","2024","jueves"
"2024-01-11","19","UNIMARC LOS MILITARES","211764","1","11","2024","jueves"
"2024-01-11","20","MEDS MAIPU","277269","1","11","2024","jueves"
"2024-01-11","21","SODIMAC ÑUBLE","246470","1","11","2024","jueves"
"2024-01-11","22","TOTTUS NATANIEL","228277","1","11","2024","jueves"
"2024-01-11","23","TOTTUS SAN BERNARDO","325126","1","11","2024","jueves"
"2024-01-11","24","TOTTUS VICUÑA MACKENNA","48235","1","11","2024","jueves"
"2024-01-11","26","UNIMARC CHILLAN","356260","1","11","2024","jueves"
"2024-01-11","27","UNIMARC OSORNO","177269","1","11","2024","jueves"
"2024-01-11","29","UNIMARC CONCEPCION","211176","1","11","2024","jueves"
"2024-01-11","32","UNIMARC LINARES","152605","1","11","2024","jueves"
"2024-01-11","33","EL MUSEO","66638","1","11","2024","jueves"
"2024-01-11","34","MALL CENTRO","566597","1","11","2024","jueves"
"2024-01-11","35","MALL MELIPILLA","1182605","1","11","2024","jueves"
"2024-01-11","38","MALL SAN BERNARDO","670421","1","11","2024","jueves"
"2024-01-11","41","TOTTUS CATEDRAL","170883","1","11","2024","jueves"
"2024-01-11","42","UNIV AUTONOMA","135505","1","11","2024","jueves"
"2024-01-11","43","M10 VILLA ALEMANA","38672","1","11","2024","jueves"
"2024-01-11","45","STRIP RECOLETA","34286","1","11","2024","jueves"
"2024-01-11","46","CLINICA AUTONOMA","12605","1","11","2024","jueves"
"2024-01-11","50","TOTTUS TALAGANTE","99193","1","11","2024","jueves"
"2024-01-11","54","STA ISABEL VILLA ALEMANA","52101","1","11","2024","jueves"
"2024-01-11","55","TOTTUS SAN BERNARDO ESTACION","108572","1","11","2024","jueves"
"2024-01-11","56","STRIP IRARRAZAVAL","66555","1","11","2024","jueves"
"2024-01-11","65","LIDER OSORNO","216723","1","11","2024","jueves"
"2024-01-11","69","LIDER PUERTO MONTT","90000","1","11","2024","jueves"
"2024-01-11","70","LIDER PUERTO VARAS","79580","1","11","2024","jueves"
"2024-01-11","74","STA ISABEL LOS ANGELES","491555","1","11","2024","jueves"
"2024-01-11","76","LIDER TALAGANTE","153488","1","11","2024","jueves"
"2024-01-11","78","EDIFICIO BANCOESTADO","210715","1","11","2024","jueves"
"2024-01-11","79","LIDER VALDIVIA","66471","1","11","2024","jueves"
"2024-01-11","81","STA ISABEL VIÑA","71765","1","11","2024","jueves"
"2024-01-11","84","STA ISABEL VICUÑA MACKENNA","41261","1","11","2024","jueves"
"2024-01-11","89","LIDER GRAN AVENIDA","157857","1","11","2024","jueves"
"2024-01-11","90","LIDER RANCAGUA","109622","1","11","2024","jueves"
"2024-01-11","92","LIDER LIMACHE","220924","1","11","2024","jueves"
"2024-01-11","93","LIDER OVALLE","92269","1","11","2024","jueves"
"2024-01-11","96","LIDER TOBALABA","36597","1","11","2024","jueves"
"2024-01-11","97","UNIV BERNARDO OHIGGINS","77773","1","11","2024","jueves"
"2024-01-11","99","LIDER COPIAPO","97101","1","11","2024","jueves"
"2024-01-11","100","STRIP TALCA","93613","1","11","2024","jueves"
"2024-01-11","101","LIDER QUILIN","138992","1","11","2024","jueves"
"2024-01-11","103","TOTTUS LOS ANGELES","141807","1","11","2024","jueves"
"2024-01-11","105","LIDER LOS ANGELES","415419","1","11","2024","jueves"
"2024-01-11","106","LIDER ALAMEDA","410168","1","11","2024","jueves"
"2024-01-11","107","EDIFICIO BüHLER","318530","1","11","2024","jueves"
"2024-01-11","109","JUMBO LOS ANGELES","555589","1","11","2024","jueves"
"2024-01-12","1","UNIMARC EL PAMPINO","446765","1","12","2024","viernes"
"2024-01-12","2","UNIMARC EL PARQUE","164538","1","12","2024","viernes"
"2024-01-12","5","UNIMARC LA SERENA","572310","1","12","2024","viernes"
"2024-01-12","6","UNIMARC OVALLE","252605","1","12","2024","viernes"
"2024-01-12","7","UNIMARC QUILLOTA","97941","1","12","2024","viernes"
"2024-01-12","8","STA ISABEL REÑACA","490210","1","12","2024","viernes"
"2024-01-12","9","STA ISABEL LOS CARRERAS","101933","1","12","2024","viernes"
"2024-01-12","10","STA ISABEL VALPARAISO","27017","1","12","2024","viernes"
"2024-01-12","11","STA ISABEL CLAUDIO VICUÑA","104118","1","12","2024","viernes"
"2024-01-12","14","MALL PASEO DEL VALLE","400126","1","12","2024","viernes"
"2024-01-12","15","UNIMARC VIÑA","134916","1","12","2024","viernes"
"2024-01-12","16","ALVI MAIPU","68025","1","12","2024","viernes"
"2024-01-12","17","UNIMARC FCO. BILBAO","83151","1","12","2024","viernes"
"2024-01-12","19","UNIMARC LOS MILITARES","235294","1","12","2024","viernes"
"2024-01-12","20","MEDS MAIPU","301933","1","12","2024","viernes"
"2024-01-12","21","SODIMAC ÑUBLE","239663","1","12","2024","viernes"
"2024-01-12","22","TOTTUS NATANIEL","276260","1","12","2024","viernes"
"2024-01-12","23","TOTTUS SAN BERNARDO","443656","1","12","2024","viernes"
"2024-01-12","24","TOTTUS VICUÑA MACKENNA","51218","1","12","2024","viernes"
"2024-01-12","26","UNIMARC CHILLAN","345588","1","12","2024","viernes"
"2024-01-12","27","UNIMARC OSORNO","254832","1","12","2024","viernes"
"2024-01-12","29","UNIMARC CONCEPCION","140337","1","12","2024","viernes"
"2024-01-12","32","UNIMARC LINARES","167437","1","12","2024","viernes"
"2024-01-12","33","EL MUSEO","90546","1","12","2024","viernes"
"2024-01-12","34","MALL CENTRO","685968","1","12","2024","viernes"
"2024-01-12","35","MALL MELIPILLA","1306975","1","12","2024","viernes"
"2024-01-12","38","MALL SAN BERNARDO","827395","1","12","2024","viernes"
"2024-01-12","41","TOTTUS CATEDRAL","141554","1","12","2024","viernes"
"2024-01-12","42","UNIV AUTONOMA","197059","1","12","2024","viernes"
"2024-01-12","43","M10 VILLA ALEMANA","41471","1","12","2024","viernes"
"2024-01-12","45","STRIP RECOLETA","25756","1","12","2024","viernes"
"2024-01-12","46","CLINICA AUTONOMA","134874","1","12","2024","viernes"
"2024-01-12","50","TOTTUS TALAGANTE","68428","1","12","2024","viernes"
"2024-01-12","54","STA ISABEL VILLA ALEMANA","76261","1","12","2024","viernes"
"2024-01-12","55","TOTTUS SAN BERNARDO ESTACION","103823","1","12","2024","viernes"
"2024-01-12","56","STRIP IRARRAZAVAL","69580","1","12","2024","viernes"
"2024-01-12","65","LIDER OSORNO","235925","1","12","2024","viernes"
"2024-01-12","69","LIDER PUERTO MONTT","47521","1","12","2024","viernes"
"2024-01-12","70","LIDER PUERTO VARAS","102100","1","12","2024","viernes"
"2024-01-12","74","STA ISABEL LOS ANGELES","322269","1","12","2024","viernes"
"2024-01-12","76","LIDER TALAGANTE","131429","1","12","2024","viernes"
"2024-01-12","78","EDIFICIO BANCOESTADO","259621","1","12","2024","viernes"
"2024-01-12","79","LIDER VALDIVIA","66092","1","12","2024","viernes"
"2024-01-12","81","STA ISABEL VIÑA","87983","1","12","2024","viernes"
"2024-01-12","84","STA ISABEL VICUÑA MACKENNA","56176","1","12","2024","viernes"
"2024-01-12","89","LIDER GRAN AVENIDA","177815","1","12","2024","viernes"
"2024-01-12","90","LIDER RANCAGUA","124664","1","12","2024","viernes"
"2024-01-12","92","LIDER LIMACHE","246134","1","12","2024","viernes"
"2024-01-12","93","LIDER OVALLE","101093","1","12","2024","viernes"
"2024-01-12","96","LIDER TOBALABA","40462","1","12","2024","viernes"
"2024-01-12","97","UNIV BERNARDO OHIGGINS","126933","1","12","2024","viernes"
"2024-01-12","99","LIDER COPIAPO","124495","1","12","2024","viernes"
"2024-01-12","100","STRIP TALCA","101681","1","12","2024","viernes"
"2024-01-12","101","LIDER QUILIN","187899","1","12","2024","viernes"
"2024-01-12","103","TOTTUS LOS ANGELES","138739","1","12","2024","viernes"
"2024-01-12","105","LIDER LOS ANGELES","356638","1","12","2024","viernes"
"2024-01-12","106","LIDER ALAMEDA","489201","1","12","2024","viernes"
"2024-01-12","107","EDIFICIO BüHLER","231554","1","12","2024","viernes"
"2024-01-12","109","JUMBO LOS ANGELES","589621","1","12","2024","viernes"
"2024-01-13","1","UNIMARC EL PAMPINO","373530","1","13","2024","sábado"
"2024-01-13","2","UNIMARC EL PARQUE","16975","1","13","2024","sábado"
"2024-01-13","5","UNIMARC LA SERENA","418152","1","13","2024","sábado"
"2024-01-13","6","UNIMARC OVALLE","105588","1","13","2024","sábado"
"2024-01-13","7","UNIMARC QUILLOTA","74076","1","13","2024","sábado"
"2024-01-13","8","STA ISABEL REÑACA","912689","1","13","2024","sábado"
"2024-01-13","9","STA ISABEL LOS CARRERAS","95672","1","13","2024","sábado"
"2024-01-13","10","STA ISABEL VALPARAISO","3529","1","13","2024","sábado"
"2024-01-13","11","STA ISABEL CLAUDIO VICUÑA","66807","1","13","2024","sábado"
"2024-01-13","14","MALL PASEO DEL VALLE","243655","1","13","2024","sábado"
"2024-01-13","15","UNIMARC VIÑA","87311","1","13","2024","sábado"
"2024-01-13","16","ALVI MAIPU","28025","1","13","2024","sábado"
"2024-01-13","19","UNIMARC LOS MILITARES","149412","1","13","2024","sábado"
"2024-01-13","20","MEDS MAIPU","106302","1","13","2024","sábado"
"2024-01-13","21","SODIMAC ÑUBLE","262226","1","13","2024","sábado"
"2024-01-13","22","TOTTUS NATANIEL","289664","1","13","2024","sábado"
"2024-01-13","23","TOTTUS SAN BERNARDO","222942","1","13","2024","sábado"
"2024-01-13","26","UNIMARC CHILLAN","291092","1","13","2024","sábado"
"2024-01-13","27","UNIMARC OSORNO","197689","1","13","2024","sábado"
"2024-01-13","29","UNIMARC CONCEPCION","36597","1","13","2024","sábado"
"2024-01-13","32","UNIMARC LINARES","189538","1","13","2024","sábado"
"2024-01-13","33","EL MUSEO","122647","1","13","2024","sábado"
"2024-01-13","34","MALL CENTRO","601933","1","13","2024","sábado"
"2024-01-13","35","MALL MELIPILLA","1056386","1","13","2024","sábado"
"2024-01-13","38","MALL SAN BERNARDO","911934","1","13","2024","sábado"
"2024-01-13","41","TOTTUS CATEDRAL","70841","1","13","2024","sábado"
"2024-01-13","42","UNIV AUTONOMA","45841","1","13","2024","sábado"
"2024-01-13","50","TOTTUS TALAGANTE","40571","1","13","2024","sábado"
"2024-01-13","54","STA ISABEL VILLA ALEMANA","42689","1","13","2024","sábado"
"2024-01-13","55","TOTTUS SAN BERNARDO ESTACION","35967","1","13","2024","sábado"
